EPG,SVI_VLAN,PRI_Node_ID,SEC_Node_ID,PRI_PORT,SEC_PORT,PRI_SVI_IP,SEC_SVI_IP,SVI_GW_IP,fw_l3out_ip,gw_subnet,fw_name,scope,vdom_name,Datacenter,Fabric_Host_IP,Tenant_Name,APP_Profile_Name,L3OUT_DOMAIN,Contract_Scope,MTU,Dest_Network
WEB,102,103,105,38,38,172.16.1.1,172.16.1.2,172.16.1.3,172.16.1.4,192.168.4.1/24,FortiGate-VM01v,vdom/root,root,APIC_LAB,172.19.254.4,HNSEC_FW_GW,3tier_APP,fw_l3Dom,tenant,1500,0.0.0.0/0
